playerId,scaled_dribbler,scaled_playmaker,scaled_runner
25707,100.98769637311419,105.69086814803192,99.83843192604121
20820,79.20688246749575,84.22518727062081,80.46611310736873
11066,85.1143279367716,83.84551688541615,88.83365114132916
397178,69.23774140844985,74.83456910314843,73.79468720326092
487020,69.49296371265271,74.61371528934589,67.1931393707079
231139,73.8674825927506,74.32528229715601,70.78846641456549
447804,73.23479975498418,73.87521742935259,72.50877334468137
288091,68.91236035486338,72.31070540416347,71.71243596396727
353833,67.40153761940762,71.1429380934724,70.66423231307127
409007,68.69590227558318,68.4395057882549,62.275737457459414
265673,66.12316687890903,67.65853604952186,63.14720901465723
246061,63.72292306195525,66.09334761451133,66.12221118651128
511155,66.00066332956114,63.7331977375931,65.15672264421428
617086,61.91262599082419,63.20102990216692,61.689245104255335
208652,69.87588139293769,62.96423229654804,65.21153771784607
472363,61.19370839464219,62.156986280155614,58.586209516333064
69411,61.086550521638515,61.381265826994685,67.32298208960974
14812,64.56541616376434,60.56555906320014,63.72760842988199
80578,51.70433189624881,60.08299809628327,49.39003687509854
520291,54.19328956218717,59.65128466804693,58.21144876947203
471753,54.75204364852092,59.33751411791339,59.29374608235255
476382,51.8128768157888,58.91570121373614,50.89688470848222
536494,52.5968205757585,56.956750330784395,54.53390812287587
33032,57.71960190115787,54.715518955433495,56.855489084188136
383,57.893475589168666,54.332219761646094,52.99330788476184
262365,52.92879317864447,52.64606864248632,54.4382951207137
273206,46.034870129304046,52.261743383279075,50.11034001009677
49872,50.88110682587556,52.02118517923609,47.64124566536354
406035,47.81298865872967,51.83745945362193,52.661294908438194
249038,49.42535354552511,51.29784180660747,47.81401683630817
122,53.69579828790787,51.28452173409359,52.17540906745008
302292,47.71258855577041,50.32185830930876,44.27948809763646
350032,47.011717294035435,50.28008999384229,47.29736574994121
406156,43.49996472219183,50.10614409137064,44.437599948468595
65596,50.06403681786966,48.52318861729398,48.18271389019883
402269,43.9763928874476,48.16076036480276,46.087112177787006
14879,48.305904269432844,47.612575528552924,47.200650566920686
109203,43.45904642368051,47.142297065904046,45.71895854504962
54896,44.11717058250423,46.78039420150604,44.314055344907665
282221,42.79333590492627,46.32673039583258,45.80812568158302
51132,43.02966872457899,46.19947589407305,45.54325308202933
33159,51.35844727015649,45.021434986621685,50.85628586723505
105633,41.20495041778099,45.015638122965356,41.354068771811555
282263,43.39450189177187,44.58670855217489,40.97773767724423
569953,42.54288853166003,44.53221190639167,43.96771714279745
35465,41.99807503158892,44.30025431481521,38.690988047872864
258022,42.37930395369948,43.544727077602914,43.5508713536768
85602,39.14273689077219,43.38355205727474,40.2374858262084
332593,45.38221003659686,43.004640930312604,43.53273470946309
355599,47.68651761086778,42.580077184968985,47.212263559799034
144233,40.2766780423823,42.15725922751781,39.07197113329416
170618,39.89538000252067,41.7759058080366,37.44737171204118
474772,41.68009500325161,41.29139634886609,42.51276131806138
105622,40.57922210977383,40.68996308602063,39.567796458105114
346556,36.91795876027528,39.427543020904174,35.57753075329085
99902,35.202740085173325,38.879289457580285,33.733186862583025
340330,42.374822672036004,38.239673386295124,40.22505490523668
514379,35.579574592319,37.99734160697841,35.898901728538256
15142,35.38341538845352,37.738159878120406,36.66397396902583
15524,34.71342668882215,37.6984031168603,34.38965715014893
146497,37.02896347089135,36.44527716678412,37.17498569854557
8530,35.99613148823512,35.53971158231604,33.092557072639345
346551,33.96568396789958,34.991214676257655,32.33231067613158
407333,29.01361451616571,33.10231541962214,30.057216289213624
105543,33.13155525165858,32.629299963780305,30.900012491613847
38084,32.63658134361738,31.73299091868069,36.63939159820223
140746,27.04350933826314,31.650225319170602,30.74685973261284
9525,34.7029173517645,31.34946574705999,32.460208916153384
223794,28.21164902326648,30.478469257156167,28.489979004681754
687401,27.281824297115286,29.525090961174055,28.40097549371531
11083,28.863638842295593,29.441702731781145,26.789108556804063
8529,30.75017514533767,28.946514890894132,28.459366276130798
264303,26.899264139754717,28.134444959129077,26.458321881262748
137843,23.958225027632896,27.537805544111645,25.621872800111884
33062,27.77648978056043,27.33516719488906,30.514588515843933
300673,25.575033560879785,26.782807224140097,24.320624300809836
80019,28.340111683704812,26.765914699905256,24.605342694598683
97101,23.994495302886637,26.729743132508407,25.11266582606346
73949,22.987024219673668,26.71457990822928,24.464761510689076
400761,23.479072972998125,26.68700468755934,23.584278064151043
136248,26.1945253406539,26.278997748460323,24.322053101668956
408295,22.76339096487514,25.91743843077908,22.50909435555253
351837,23.46390665242582,25.479256653104677,23.343407430192034
54789,23.06130188905709,25.087686793278877,21.546910247208956
56274,21.08853075366758,24.583397834728892,23.168871499646475
376702,23.886355567465653,22.57784937475435,22.024791015158293
241533,21.282217025111443,22.025745935051017,18.959090660751624
282988,18.20994670095053,21.312520272314917,18.610629638471227
62092,17.396957723700734,21.0633770946892,18.17014299280463
138433,23.191579781307716,20.76426255039297,20.585691897631495
240329,19.204096307504408,20.674979295515847,21.36237088841731
532568,19.85103825144561,20.13287574347041,18.56930092357736
57480,16.700282864011342,19.464835670903017,16.294688026352738
445937,17.019694840361907,19.16572269695859,16.148687120854667
81642,17.688774530895422,19.128907442454764,16.382620203573875
511043,18.6114764479378,18.721746241411257,17.64630537304079
282983,15.510909392596574,17.232026437744427,16.522142008421753
240552,16.212772717890513,16.54579683691643,16.1005030900267
347525,16.76898880132418,16.090175033252876,16.978226680196894
345821,14.708112571691506,13.903443361501175,13.469252949712649
345920,10.643195611484774,13.68481895387924,10.529453860651065
205703,12.79813383234692,12.502938275332317,11.241435320155892
239988,11.171109388174841,12.017014570631158,9.535448771894057
282982,10.245573753277624,11.174130233773578,9.819999261313718
345925,7.362360429369339,6.295758831965637,6.453622878780827
481431,4.777485679133884,5.155466417766445,4.076507726323571
